time,sdate,stimestart,zone_start,stimeend,zone_end,price
2024-03-27 21:00:00,27.03.2024,21:00,CET,22:00,CET,8.425
2024-03-27 22:00:00,27.03.2024,22:00,CET,23:00,CET,8.302
2024-03-27 23:00:00,27.03.2024,23:00,CET,00:00,CET,7.447
2024-03-28 00:00:00,28.03.2024,00:00,CET,01:00,CET,7.909
2024-03-28 01:00:00,28.03.2024,01:00,CET,02:00,CET,7.26
2024-03-28 02:00:00,28.03.2024,02:00,CET,03:00,CET,6.524
2024-03-28 03:00:00,28.03.2024,03:00,CET,04:00,CET,6.441
2024-03-28 04:00:00,28.03.2024,04:00,CET,05:00,CET,6.669
2024-03-28 05:00:00,28.03.2024,05:00,CET,06:00,CET,7.16
2024-03-28 06:00:00,28.03.2024,06:00,CET,07:00,CET,8.207
2024-03-28 07:00:00,28.03.2024,07:00,CET,08:00,CET,8.319
2024-03-28 08:00:00,28.03.2024,08:00,CET,09:00,CET,8.092
2024-03-28 09:00:00,28.03.2024,09:00,CET,10:00,CET,6.324
2024-03-28 10:00:00,28.03.2024,10:00,CET,11:00,CET,4.707
2024-03-28 11:00:00,28.03.2024,11:00,CET,12:00,CET,3.7
2024-03-28 12:00:00,28.03.2024,12:00,CET,13:00,CET,0.674
2024-03-28 13:00:00,28.03.2024,13:00,CET,14:00,CET,0.005
2024-03-28 14:00:00,28.03.2024,14:00,CET,15:00,CET,0.004
2024-03-28 15:00:00,28.03.2024,15:00,CET,16:00,CET,0.982
2024-03-28 16:00:00,28.03.2024,16:00,CET,17:00,CET,3.317
2024-03-28 17:00:00,28.03.2024,17:00,CET,18:00,CET,5.272
2024-03-28 18:00:00,28.03.2024,18:00,CET,19:00,CET,7.397
2024-03-28 19:00:00,28.03.2024,19:00,CET,20:00,CET,7.033
2024-03-28 20:00:00,28.03.2024,20:00,CET,21:00,CET,6.254
2024-03-28 21:00:00,28.03.2024,21:00,CET,22:00,CET,5.183
2024-03-28 22:00:00,28.03.2024,22:00,CET,23:00,CET,3.305
2024-03-28 23:00:00,28.03.2024,23:00,CET,00:00,CET,2.5
2024-03-29 00:00:00,29.03.2024,00:00,CET,01:00,CET,2.06
2024-03-29 01:00:00,29.03.2024,01:00,CET,02:00,CET,1.883
2024-03-29 02:00:00,29.03.2024,02:00,CET,03:00,CET,1.243
2024-03-29 03:00:00,29.03.2024,03:00,CET,04:00,CET,1.024
2024-03-29 04:00:00,29.03.2024,04:00,CET,05:00,CET,1.259
2024-03-29 05:00:00,29.03.2024,05:00,CET,06:00,CET,1.432
2024-03-29 06:00:00,29.03.2024,06:00,CET,07:00,CET,2.202
2024-03-29 07:00:00,29.03.2024,07:00,CET,08:00,CET,2.239
2024-03-29 08:00:00,29.03.2024,08:00,CET,09:00,CET,1.594
2024-03-29 09:00:00,29.03.2024,09:00,CET,10:00,CET,1.328
2024-03-29 10:00:00,29.03.2024,10:00,CET,11:00,CET,1.688
2024-03-29 11:00:00,29.03.2024,11:00,CET,12:00,CET,1.883
2024-03-29 12:00:00,29.03.2024,12:00,CET,13:00,CET,1.3
2024-03-29 13:00:00,29.03.2024,13:00,CET,14:00,CET,0.986
2024-03-29 14:00:00,29.03.2024,14:00,CET,15:00,CET,1.344
2024-03-29 15:00:00,29.03.2024,15:00,CET,16:00,CET,2.158
2024-03-29 16:00:00,29.03.2024,16:00,CET,17:00,CET,4.95
2024-03-29 17:00:00,29.03.2024,17:00,CET,18:00,CET,7.993
2024-03-29 18:00:00,29.03.2024,18:00,CET,19:00,CET,10.197
2024-03-29 19:00:00,29.03.2024,19:00,CET,20:00,CET,10.545
2024-03-29 20:00:00,29.03.2024,20:00,CET,21:00,CET,8.74
2024-03-29 21:00:00,29.03.2024,21:00,CET,22:00,CET,7.993
2024-03-29 22:00:00,29.03.2024,22:00,CET,23:00,CET,7.589
2024-03-29 23:00:00,29.03.2024,23:00,CET,00:00,CET,7.0
2024-03-30 00:00:00,30.03.2024,00:00,CET,01:00,CET,6.93
2024-03-30 01:00:00,30.03.2024,01:00,CET,02:00,CET,5.816
2024-03-30 02:00:00,30.03.2024,02:00,CET,03:00,CET,5.888
2024-03-30 03:00:00,30.03.2024,03:00,CET,04:00,CET,5.895
2024-03-30 04:00:00,30.03.2024,04:00,CET,05:00,CET,5.923
2024-03-30 05:00:00,30.03.2024,05:00,CET,06:00,CET,6.505
2024-03-30 06:00:00,30.03.2024,06:00,CET,07:00,CET,5.857
2024-03-30 07:00:00,30.03.2024,07:00,CET,08:00,CET,4.779
2024-03-30 08:00:00,30.03.2024,08:00,CET,09:00,CET,4.523
2024-03-30 09:00:00,30.03.2024,09:00,CET,10:00,CET,4.338
2024-03-30 10:00:00,30.03.2024,10:00,CET,11:00,CET,3.449
2024-03-30 11:00:00,30.03.2024,11:00,CET,12:00,CET,2.321
2024-03-30 12:00:00,30.03.2024,12:00,CET,13:00,CET,1.476
2024-03-30 13:00:00,30.03.2024,13:00,CET,14:00,CET,0.685
2024-03-30 14:00:00,30.03.2024,14:00,CET,15:00,CET,1.587
2024-03-30 15:00:00,30.03.2024,15:00,CET,16:00,CET,3.42
2024-03-30 16:00:00,30.03.2024,16:00,CET,17:00,CET,5.252
2024-03-30 17:00:00,30.03.2024,17:00,CET,18:00,CET,7.775
2024-03-30 18:00:00,30.03.2024,18:00,CET,19:00,CET,8.811
2024-03-30 19:00:00,30.03.2024,19:00,CET,20:00,CET,8.353
2024-03-30 20:00:00,30.03.2024,20:00,CET,21:00,CET,7.411
2024-03-30 21:00:00,30.03.2024,21:00,CET,22:00,CET,7.147
2024-03-30 22:00:00,30.03.2024,22:00,CET,23:00,CET,7.083
2024-03-30 23:00:00,30.03.2024,23:00,CET,00:00,CET,6.574
2024-03-31 00:00:00,31.03.2024,00:00,CET,01:00,CET,7.57
2024-03-31 01:00:00,31.03.2024,01:00,CET,03:00,CEST,6.671
2024-03-31 03:00:00,31.03.2024,03:00,CEST,04:00,CEST,6.498
2024-03-31 04:00:00,31.03.2024,04:00,CEST,05:00,CEST,6.048
2024-03-31 05:00:00,31.03.2024,05:00,CEST,06:00,CEST,5.874
2024-03-31 06:00:00,31.03.2024,06:00,CEST,07:00,CEST,6.446
2024-03-31 07:00:00,31.03.2024,07:00,CEST,08:00,CEST,7.151
2024-03-31 08:00:00,31.03.2024,08:00,CEST,09:00,CEST,6.503
2024-03-31 09:00:00,31.03.2024,09:00,CEST,10:00,CEST,5.032
2024-03-31 10:00:00,31.03.2024,10:00,CEST,11:00,CEST,4.103
2024-03-31 11:00:00,31.03.2024,11:00,CEST,12:00,CEST,2.952
2024-03-31 12:00:00,31.03.2024,12:00,CEST,13:00,CEST,1.985
2024-03-31 13:00:00,31.03.2024,13:00,CEST,14:00,CEST,0.306
2024-03-31 14:00:00,31.03.2024,14:00,CEST,15:00,CEST,0.103
2024-03-31 15:00:00,31.03.2024,15:00,CEST,16:00,CEST,1.527
2024-03-31 16:00:00,31.03.2024,16:00,CEST,17:00,CEST,4.107
2024-03-31 17:00:00,31.03.2024,17:00,CEST,18:00,CEST,6.674
2024-03-31 18:00:00,31.03.2024,18:00,CEST,19:00,CEST,8.932
2024-03-31 19:00:00,31.03.2024,19:00,CEST,20:00,CEST,11.729
2024-03-31 20:00:00,31.03.2024,20:00,CEST,21:00,CEST,8.372
2024-03-31 21:00:00,31.03.2024,21:00,CEST,22:00,CEST,7.0
2024-03-31 22:00:00,31.03.2024,22:00,CEST,23:00,CEST,6.451
2024-03-31 23:00:00,31.03.2024,23:00,CEST,00:00,CEST,5.49
2024-04-01 00:00:00,01.04.2024,00:00,CEST,01:00,CEST,4.995
2024-04-01 01:00:00,01.04.2024,01:00,CEST,02:00,CEST,4.898
2024-04-01 02:00:00,01.04.2024,02:00,CEST,03:00,CEST,4.606
2024-04-01 03:00:00,01.04.2024,03:00,CEST,04:00,CEST,4.358
2024-04-01 04:00:00,01.04.2024,04:00,CEST,05:00,CEST,4.94
2024-04-01 05:00:00,01.04.2024,05:00,CEST,06:00,CEST,5.235
2024-04-01 06:00:00,01.04.2024,06:00,CEST,07:00,CEST,5.871
2024-04-01 07:00:00,01.04.2024,07:00,CEST,08:00,CEST,6.449
2024-04-01 08:00:00,01.04.2024,08:00,CEST,09:00,CEST,5.871
2024-04-01 09:00:00,01.04.2024,09:00,CEST,10:00,CEST,6.089
2024-04-01 10:00:00,01.04.2024,10:00,CEST,11:00,CEST,5.436
2024-04-01 11:00:00,01.04.2024,11:00,CEST,12:00,CEST,3.539
2024-04-01 12:00:00,01.04.2024,12:00,CEST,13:00,CEST,1.304
2024-04-01 13:00:00,01.04.2024,13:00,CEST,14:00,CEST,0.003
2024-04-01 14:00:00,01.04.2024,14:00,CEST,15:00,CEST,-0.001
2024-04-01 15:00:00,01.04.2024,15:00,CEST,16:00,CEST,-0.001
2024-04-01 16:00:00,01.04.2024,16:00,CEST,17:00,CEST,-0.001
2024-04-01 17:00:00,01.04.2024,17:00,CEST,18:00,CEST,0.579
2024-04-01 18:00:00,01.04.2024,18:00,CEST,19:00,CEST,4.197
2024-04-01 19:00:00,01.04.2024,19:00,CEST,20:00,CEST,4.853
2024-04-01 20:00:00,01.04.2024,20:00,CEST,21:00,CEST,4.988
2024-04-01 21:00:00,01.04.2024,21:00,CEST,22:00,CEST,4.569
2024-04-01 22:00:00,01.04.2024,22:00,CEST,23:00,CEST,2.597
2024-04-01 23:00:00,01.04.2024,23:00,CEST,00:00,CEST,0.747
2024-04-02 00:00:00,02.04.2024,00:00,CEST,01:00,CEST,0.797
2024-04-02 01:00:00,02.04.2024,01:00,CEST,02:00,CEST,0.128
2024-04-02 02:00:00,02.04.2024,02:00,CEST,03:00,CEST,0.061
2024-04-02 03:00:00,02.04.2024,03:00,CEST,04:00,CEST,0.087
2024-04-02 04:00:00,02.04.2024,04:00,CEST,05:00,CEST,0.194
2024-04-02 05:00:00,02.04.2024,05:00,CEST,06:00,CEST,0.727
2024-04-02 06:00:00,02.04.2024,06:00,CEST,07:00,CEST,5.722
2024-04-02 07:00:00,02.04.2024,07:00,CEST,08:00,CEST,7.436
2024-04-02 08:00:00,02.04.2024,08:00,CEST,09:00,CEST,6.893
2024-04-02 09:00:00,02.04.2024,09:00,CEST,10:00,CEST,4.698
2024-04-02 10:00:00,02.04.2024,10:00,CEST,11:00,CEST,0.266
2024-04-02 11:00:00,02.04.2024,11:00,CEST,12:00,CEST,-0.006
2024-04-02 12:00:00,02.04.2024,12:00,CEST,13:00,CEST,-0.109
2024-04-02 13:00:00,02.04.2024,13:00,CEST,14:00,CEST,-0.097
2024-04-02 14:00:00,02.04.2024,14:00,CEST,15:00,CEST,-0.007
2024-04-02 15:00:00,02.04.2024,15:00,CEST,16:00,CEST,0.0
2024-04-02 16:00:00,02.04.2024,16:00,CEST,17:00,CEST,0.431
2024-04-02 17:00:00,02.04.2024,17:00,CEST,18:00,CEST,4.146
2024-04-02 18:00:00,02.04.2024,18:00,CEST,19:00,CEST,7.27
2024-04-02 19:00:00,02.04.2024,19:00,CEST,20:00,CEST,9.539
2024-04-02 20:00:00,02.04.2024,20:00,CEST,21:00,CEST,9.488
2024-04-02 21:00:00,02.04.2024,21:00,CEST,22:00,CEST,7.813
2024-04-02 22:00:00,02.04.2024,22:00,CEST,23:00,CEST,7.486
2024-04-02 23:00:00,02.04.2024,23:00,CEST,00:00,CEST,7.088
2024-04-03 00:00:00,03.04.2024,00:00,CEST,01:00,CEST,7.413
2024-04-03 01:00:00,03.04.2024,01:00,CEST,02:00,CEST,7.175
2024-04-03 02:00:00,03.04.2024,02:00,CEST,03:00,CEST,7.005
2024-04-03 03:00:00,03.04.2024,03:00,CEST,04:00,CEST,7.251
2024-04-03 04:00:00,03.04.2024,04:00,CEST,05:00,CEST,7.234
2024-04-03 05:00:00,03.04.2024,05:00,CEST,06:00,CEST,7.871
2024-04-03 06:00:00,03.04.2024,06:00,CEST,07:00,CEST,9.491
2024-04-03 07:00:00,03.04.2024,07:00,CEST,08:00,CEST,11.793
2024-04-03 08:00:00,03.04.2024,08:00,CEST,09:00,CEST,11.793
2024-04-03 09:00:00,03.04.2024,09:00,CEST,10:00,CEST,10.098
2024-04-03 10:00:00,03.04.2024,10:00,CEST,11:00,CEST,10.735
2024-04-03 11:00:00,03.04.2024,11:00,CEST,12:00,CEST,9.081
2024-04-03 12:00:00,03.04.2024,12:00,CEST,13:00,CEST,8.203
2024-04-03 13:00:00,03.04.2024,13:00,CEST,14:00,CEST,7.688
2024-04-03 14:00:00,03.04.2024,14:00,CEST,15:00,CEST,7.304
2024-04-03 15:00:00,03.04.2024,15:00,CEST,16:00,CEST,7.307
2024-04-03 16:00:00,03.04.2024,16:00,CEST,17:00,CEST,7.67
2024-04-03 17:00:00,03.04.2024,17:00,CEST,18:00,CEST,9.244
2024-04-03 18:00:00,03.04.2024,18:00,CEST,19:00,CEST,10.814
2024-04-03 19:00:00,03.04.2024,19:00,CEST,20:00,CEST,12.33
2024-04-03 20:00:00,03.04.2024,20:00,CEST,21:00,CEST,10.158
2024-04-03 21:00:00,03.04.2024,21:00,CEST,22:00,CEST,8.097
2024-04-03 22:00:00,03.04.2024,22:00,CEST,23:00,CEST,7.551
2024-04-03 23:00:00,03.04.2024,23:00,CEST,00:00,CEST,6.389
2024-04-04 00:00:00,04.04.2024,00:00,CEST,01:00,CEST,5.452
2024-04-04 01:00:00,04.04.2024,01:00,CEST,02:00,CEST,5.201
2024-04-04 02:00:00,04.04.2024,02:00,CEST,03:00,CEST,5.017
2024-04-04 03:00:00,04.04.2024,03:00,CEST,04:00,CEST,5.157
2024-04-04 04:00:00,04.04.2024,04:00,CEST,05:00,CEST,5.194
2024-04-04 05:00:00,04.04.2024,05:00,CEST,06:00,CEST,5.51
2024-04-04 06:00:00,04.04.2024,06:00,CEST,07:00,CEST,6.752
2024-04-04 07:00:00,04.04.2024,07:00,CEST,08:00,CEST,7.916
2024-04-04 08:00:00,04.04.2024,08:00,CEST,09:00,CEST,7.718
2024-04-04 09:00:00,04.04.2024,09:00,CEST,10:00,CEST,7.194
2024-04-04 10:00:00,04.04.2024,10:00,CEST,11:00,CEST,6.945
2024-04-04 11:00:00,04.04.2024,11:00,CEST,12:00,CEST,6.306
2024-04-04 12:00:00,04.04.2024,12:00,CEST,13:00,CEST,5.808
2024-04-04 13:00:00,04.04.2024,13:00,CEST,14:00,CEST,5.622
2024-04-04 14:00:00,04.04.2024,14:00,CEST,15:00,CEST,5.549
2024-04-04 15:00:00,04.04.2024,15:00,CEST,16:00,CEST,5.617
2024-04-04 16:00:00,04.04.2024,16:00,CEST,17:00,CEST,5.708
2024-04-04 17:00:00,04.04.2024,17:00,CEST,18:00,CEST,6.908
2024-04-04 18:00:00,04.04.2024,18:00,CEST,19:00,CEST,7.536
2024-04-04 19:00:00,04.04.2024,19:00,CEST,20:00,CEST,9.066
2024-04-04 20:00:00,04.04.2024,20:00,CEST,21:00,CEST,8.058
2024-04-04 21:00:00,04.04.2024,21:00,CEST,22:00,CEST,7.329
2024-04-04 22:00:00,04.04.2024,22:00,CEST,23:00,CEST,7.147
2024-04-04 23:00:00,04.04.2024,23:00,CEST,00:00,CEST,6.153
2024-04-05 00:00:00,05.04.2024,00:00,CEST,01:00,CEST,6.272
2024-04-05 01:00:00,05.04.2024,01:00,CEST,02:00,CEST,5.908
2024-04-05 02:00:00,05.04.2024,02:00,CEST,03:00,CEST,5.596
2024-04-05 03:00:00,05.04.2024,03:00,CEST,04:00,CEST,5.659
2024-04-05 04:00:00,05.04.2024,04:00,CEST,05:00,CEST,5.39
2024-04-05 05:00:00,05.04.2024,05:00,CEST,06:00,CEST,6.25
2024-04-05 06:00:00,05.04.2024,06:00,CEST,07:00,CEST,7.629
2024-04-05 07:00:00,05.04.2024,07:00,CEST,08:00,CEST,8.424
2024-04-05 08:00:00,05.04.2024,08:00,CEST,09:00,CEST,8.1
2024-04-05 09:00:00,05.04.2024,09:00,CEST,10:00,CEST,6.759
2024-04-05 10:00:00,05.04.2024,10:00,CEST,11:00,CEST,5.05
2024-04-05 11:00:00,05.04.2024,11:00,CEST,12:00,CEST,2.597
2024-04-05 12:00:00,05.04.2024,12:00,CEST,13:00,CEST,0.916
2024-04-05 13:00:00,05.04.2024,13:00,CEST,14:00,CEST,0.0
2024-04-05 14:00:00,05.04.2024,14:00,CEST,15:00,CEST,-0.01
2024-04-05 15:00:00,05.04.2024,15:00,CEST,16:00,CEST,0.005
2024-04-05 16:00:00,05.04.2024,16:00,CEST,17:00,CEST,0.809
2024-04-05 17:00:00,05.04.2024,17:00,CEST,18:00,CEST,3.746
2024-04-05 18:00:00,05.04.2024,18:00,CEST,19:00,CEST,4.965
2024-04-05 19:00:00,05.04.2024,19:00,CEST,20:00,CEST,5.594
2024-04-05 20:00:00,05.04.2024,20:00,CEST,21:00,CEST,5.564
2024-04-05 21:00:00,05.04.2024,21:00,CEST,22:00,CEST,5.471
2024-04-05 22:00:00,05.04.2024,22:00,CEST,23:00,CEST,5.613
2024-04-05 23:00:00,05.04.2024,23:00,CEST,00:00,CEST,5.507
2024-04-06 00:00:00,06.04.2024,00:00,CEST,01:00,CEST,4.308
2024-04-06 01:00:00,06.04.2024,01:00,CEST,02:00,CEST,4.501
2024-04-06 02:00:00,06.04.2024,02:00,CEST,03:00,CEST,4.689
2024-04-06 03:00:00,06.04.2024,03:00,CEST,04:00,CEST,4.756
2024-04-06 04:00:00,06.04.2024,04:00,CEST,05:00,CEST,5.065
2024-04-06 05:00:00,06.04.2024,05:00,CEST,06:00,CEST,5.488
2024-04-06 06:00:00,06.04.2024,06:00,CEST,07:00,CEST,5.873
2024-04-06 07:00:00,06.04.2024,07:00,CEST,08:00,CEST,5.987
2024-04-06 08:00:00,06.04.2024,08:00,CEST,09:00,CEST,5.924
2024-04-06 09:00:00,06.04.2024,09:00,CEST,10:00,CEST,4.894
2024-04-06 10:00:00,06.04.2024,10:00,CEST,11:00,CEST,2.942
2024-04-06 11:00:00,06.04.2024,11:00,CEST,12:00,CEST,-0.073
2024-04-06 12:00:00,06.04.2024,12:00,CEST,13:00,CEST,-1.64
2024-04-06 13:00:00,06.04.2024,13:00,CEST,14:00,CEST,-5.992
2024-04-06 14:00:00,06.04.2024,14:00,CEST,15:00,CEST,-5.759
2024-04-06 15:00:00,06.04.2024,15:00,CEST,16:00,CEST,-3.461
2024-04-06 16:00:00,06.04.2024,16:00,CEST,17:00,CEST,-0.466
2024-04-06 17:00:00,06.04.2024,17:00,CEST,18:00,CEST,1.581
2024-04-06 18:00:00,06.04.2024,18:00,CEST,19:00,CEST,6.756
2024-04-06 19:00:00,06.04.2024,19:00,CEST,20:00,CEST,7.399
2024-04-06 20:00:00,06.04.2024,20:00,CEST,21:00,CEST,6.865
2024-04-06 21:00:00,06.04.2024,21:00,CEST,22:00,CEST,4.646
2024-04-06 22:00:00,06.04.2024,22:00,CEST,23:00,CEST,4.507
2024-04-06 23:00:00,06.04.2024,23:00,CEST,00:00,CEST,2.588
2024-04-07 00:00:00,07.04.2024,00:00,CEST,01:00,CEST,1.097
2024-04-07 01:00:00,07.04.2024,01:00,CEST,02:00,CEST,0.009
2024-04-07 02:00:00,07.04.2024,02:00,CEST,03:00,CEST,0.0
2024-04-07 03:00:00,07.04.2024,03:00,CEST,04:00,CEST,0.0
2024-04-07 04:00:00,07.04.2024,04:00,CEST,05:00,CEST,0.0
2024-04-07 05:00:00,07.04.2024,05:00,CEST,06:00,CEST,0.0
2024-04-07 06:00:00,07.04.2024,06:00,CEST,07:00,CEST,0.0
2024-04-07 07:00:00,07.04.2024,07:00,CEST,08:00,CEST,0.0
2024-04-07 08:00:00,07.04.2024,08:00,CEST,09:00,CEST,0.0
2024-04-07 09:00:00,07.04.2024,09:00,CEST,10:00,CEST,-0.001
2024-04-07 10:00:00,07.04.2024,10:00,CEST,11:00,CEST,-0.016
2024-04-07 11:00:00,07.04.2024,11:00,CEST,12:00,CEST,-0.325
2024-04-07 12:00:00,07.04.2024,12:00,CEST,13:00,CEST,-0.994
2024-04-07 13:00:00,07.04.2024,13:00,CEST,14:00,CEST,-2.679
2024-04-07 14:00:00,07.04.2024,14:00,CEST,15:00,CEST,-2.006
2024-04-07 15:00:00,07.04.2024,15:00,CEST,16:00,CEST,-0.504
2024-04-07 16:00:00,07.04.2024,16:00,CEST,17:00,CEST,-0.016
2024-04-07 17:00:00,07.04.2024,17:00,CEST,18:00,CEST,0.692
2024-04-07 18:00:00,07.04.2024,18:00,CEST,19:00,CEST,9.146
2024-04-07 19:00:00,07.04.2024,19:00,CEST,20:00,CEST,10.839
2024-04-07 20:00:00,07.04.2024,20:00,CEST,21:00,CEST,10.64
2024-04-07 21:00:00,07.04.2024,21:00,CEST,22:00,CEST,8.995
2024-04-07 22:00:00,07.04.2024,22:00,CEST,23:00,CEST,7.746
2024-04-07 23:00:00,07.04.2024,23:00,CEST,00:00,CEST,7.206
2024-04-08 00:00:00,08.04.2024,00:00,CEST,01:00,CEST,7.077
2024-04-08 01:00:00,08.04.2024,01:00,CEST,02:00,CEST,7.071
2024-04-08 02:00:00,08.04.2024,02:00,CEST,03:00,CEST,6.812
2024-04-08 03:00:00,08.04.2024,03:00,CEST,04:00,CEST,7.071
2024-04-08 04:00:00,08.04.2024,04:00,CEST,05:00,CEST,7.157
2024-04-08 05:00:00,08.04.2024,05:00,CEST,06:00,CEST,7.744
2024-04-08 06:00:00,08.04.2024,06:00,CEST,07:00,CEST,10.199
2024-04-08 07:00:00,08.04.2024,07:00,CEST,08:00,CEST,14.978
2024-04-08 08:00:00,08.04.2024,08:00,CEST,09:00,CEST,12.852
2024-04-08 09:00:00,08.04.2024,09:00,CEST,10:00,CEST,8.551
2024-04-08 10:00:00,08.04.2024,10:00,CEST,11:00,CEST,8.06
2024-04-08 11:00:00,08.04.2024,11:00,CEST,12:00,CEST,7.123
2024-04-08 12:00:00,08.04.2024,12:00,CEST,13:00,CEST,6.47
2024-04-08 13:00:00,08.04.2024,13:00,CEST,14:00,CEST,6.0
2024-04-08 14:00:00,08.04.2024,14:00,CEST,15:00,CEST,5.789
2024-04-08 15:00:00,08.04.2024,15:00,CEST,16:00,CEST,6.34
2024-04-08 16:00:00,08.04.2024,16:00,CEST,17:00,CEST,7.0
2024-04-08 17:00:00,08.04.2024,17:00,CEST,18:00,CEST,7.501
2024-04-08 18:00:00,08.04.2024,18:00,CEST,19:00,CEST,10.49
2024-04-08 19:00:00,08.04.2024,19:00,CEST,20:00,CEST,13.73
2024-04-08 20:00:00,08.04.2024,20:00,CEST,21:00,CEST,12.48
2024-04-08 21:00:00,08.04.2024,21:00,CEST,22:00,CEST,8.485
2024-04-08 22:00:00,08.04.2024,22:00,CEST,23:00,CEST,7.7
2024-04-08 23:00:00,08.04.2024,23:00,CEST,00:00,CEST,7.019
2024-04-09 00:00:00,09.04.2024,00:00,CEST,01:00,CEST,7.821
2024-04-09 01:00:00,09.04.2024,01:00,CEST,02:00,CEST,6.939
2024-04-09 02:00:00,09.04.2024,02:00,CEST,03:00,CEST,6.473
2024-04-09 03:00:00,09.04.2024,03:00,CEST,04:00,CEST,5.995
2024-04-09 04:00:00,09.04.2024,04:00,CEST,05:00,CEST,6.248
2024-04-09 05:00:00,09.04.2024,05:00,CEST,06:00,CEST,6.834
2024-04-09 06:00:00,09.04.2024,06:00,CEST,07:00,CEST,8.669
2024-04-09 07:00:00,09.04.2024,07:00,CEST,08:00,CEST,9.09
2024-04-09 08:00:00,09.04.2024,08:00,CEST,09:00,CEST,7.978
2024-04-09 09:00:00,09.04.2024,09:00,CEST,10:00,CEST,6.83
2024-04-09 10:00:00,09.04.2024,10:00,CEST,11:00,CEST,5.16
2024-04-09 11:00:00,09.04.2024,11:00,CEST,12:00,CEST,4.398
2024-04-09 12:00:00,09.04.2024,12:00,CEST,13:00,CEST,3.605
2024-04-09 13:00:00,09.04.2024,13:00,CEST,14:00,CEST,1.009
2024-04-09 14:00:00,09.04.2024,14:00,CEST,15:00,CEST,1.05
2024-04-09 15:00:00,09.04.2024,15:00,CEST,16:00,CEST,2.904
2024-04-09 16:00:00,09.04.2024,16:00,CEST,17:00,CEST,3.827
2024-04-09 17:00:00,09.04.2024,17:00,CEST,18:00,CEST,5.015
2024-04-09 18:00:00,09.04.2024,18:00,CEST,19:00,CEST,6.59
2024-04-09 19:00:00,09.04.2024,19:00,CEST,20:00,CEST,8.175
2024-04-09 20:00:00,09.04.2024,20:00,CEST,21:00,CEST,8.174
2024-04-09 21:00:00,09.04.2024,21:00,CEST,22:00,CEST,6.798
2024-04-09 22:00:00,09.04.2024,22:00,CEST,23:00,CEST,6.051
2024-04-09 23:00:00,09.04.2024,23:00,CEST,00:00,CEST,3.549
2024-04-10 00:00:00,10.04.2024,00:00,CEST,01:00,CEST,2.289
2024-04-10 01:00:00,10.04.2024,01:00,CEST,02:00,CEST,0.595
2024-04-10 02:00:00,10.04.2024,02:00,CEST,03:00,CEST,0.619
2024-04-10 03:00:00,10.04.2024,03:00,CEST,04:00,CEST,0.899
2024-04-10 04:00:00,10.04.2024,04:00,CEST,05:00,CEST,2.63
2024-04-10 05:00:00,10.04.2024,05:00,CEST,06:00,CEST,5.003
2024-04-10 06:00:00,10.04.2024,06:00,CEST,07:00,CEST,7.591
2024-04-10 07:00:00,10.04.2024,07:00,CEST,08:00,CEST,9.963
2024-04-10 08:00:00,10.04.2024,08:00,CEST,09:00,CEST,10.602
2024-04-10 09:00:00,10.04.2024,09:00,CEST,10:00,CEST,8.046
2024-04-10 10:00:00,10.04.2024,10:00,CEST,11:00,CEST,6.766
2024-04-10 11:00:00,10.04.2024,11:00,CEST,12:00,CEST,5.605
2024-04-10 12:00:00,10.04.2024,12:00,CEST,13:00,CEST,5.562
2024-04-10 13:00:00,10.04.2024,13:00,CEST,14:00,CEST,3.032
2024-04-10 14:00:00,10.04.2024,14:00,CEST,15:00,CEST,3.129
2024-04-10 15:00:00,10.04.2024,15:00,CEST,16:00,CEST,5.535
2024-04-10 16:00:00,10.04.2024,16:00,CEST,17:00,CEST,6.291
2024-04-10 17:00:00,10.04.2024,17:00,CEST,18:00,CEST,7.532
2024-04-10 18:00:00,10.04.2024,18:00,CEST,19:00,CEST,10.083
2024-04-10 19:00:00,10.04.2024,19:00,CEST,20:00,CEST,19.115
2024-04-10 20:00:00,10.04.2024,20:00,CEST,21:00,CEST,19.119
2024-04-10 21:00:00,10.04.2024,21:00,CEST,22:00,CEST,11.559
2024-04-10 22:00:00,10.04.2024,22:00,CEST,23:00,CEST,8.61
2024-04-10 23:00:00,10.04.2024,23:00,CEST,00:00,CEST,7.61
2024-04-11 00:00:00,11.04.2024,00:00,CEST,01:00,CEST,7.258
2024-04-11 01:00:00,11.04.2024,01:00,CEST,02:00,CEST,6.736
2024-04-11 02:00:00,11.04.2024,02:00,CEST,03:00,CEST,6.224
2024-04-11 03:00:00,11.04.2024,03:00,CEST,04:00,CEST,5.881
2024-04-11 04:00:00,11.04.2024,04:00,CEST,05:00,CEST,5.908
2024-04-11 05:00:00,11.04.2024,05:00,CEST,06:00,CEST,5.557
2024-04-11 06:00:00,11.04.2024,06:00,CEST,07:00,CEST,7.463
2024-04-11 07:00:00,11.04.2024,07:00,CEST,08:00,CEST,6.88
2024-04-11 08:00:00,11.04.2024,08:00,CEST,09:00,CEST,5.22
2024-04-11 09:00:00,11.04.2024,09:00,CEST,10:00,CEST,3.0
2024-04-11 10:00:00,11.04.2024,10:00,CEST,11:00,CEST,1.005
2024-04-11 11:00:00,11.04.2024,11:00,CEST,12:00,CEST,0.086
2024-04-11 12:00:00,11.04.2024,12:00,CEST,13:00,CEST,0.091
2024-04-11 13:00:00,11.04.2024,13:00,CEST,14:00,CEST,0.11
